--------- beginning of system
06-28 18:34:55.919  1114  1114 D LocationManagerServiceUtil: ServiceStateChanged numeric = 46003
06-28 18:34:55.920  1114  1114 D LocationManagerServiceUtil: ServiceStateChanged use pkgName = com.huawei.lbs
06-28 18:34:55.924  1114  1114 D HwMultiNlpPolicy: PhoneStateListener 0, mDataSub 0
06-28 18:34:55.924  1114  1114 D HwMultiNlpPolicy: setSimCardReady 1
06-28 18:34:55.924  1114  1114 D HwMultiNlpPolicy: setRegistedNetwork 46003
06-28 18:34:55.932  1114  1217 D CountryDetector: isValidCountryIso: CN
06-28 18:34:55.935  1114  1222 W BroadcastQueue: Permission Denial: broadcasting Intent { act=android.intent.action.SERVICE_STATE flg=0x1000010 (has extras) } from android (pid=1969, uid=1001) requires com.huawei.cust.android.phone.permission.HW_LTEONLY due to registered receiver BroadcastFilter{fc42f42 u0 ReceiverList{ef1e18d 1969 com.android.phone/1001/u0 remote:d71224}}
06-28 18:34:55.949  1114  1823 I ActivityManager: Process com.baidu.input_huawei (pid 4681) has died: fore SVC 
06-28 18:34:55.949  1114  1823 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{7962963 4681:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:34:55.966  1114  1150 V BroadcastQueue: Finished with ordered broadcast BroadcastRecord{c4d8698 u-1 android.intent.action.SERVICE_STATE}
06-28 18:34:55.970  1114  1823 D HwNetworkManagementService: code == CODE_SET_CHR_REPORT_APP_LIST
06-28 18:34:55.971  1114  1823 D NetdConnector: SND -> {2553 chr appuid set 20 7}
06-28 18:34:55.972  1969  1969 D Telephony-TelecomAccountRegistry: onServiceStateChanged0 newState : 1, mServiceState : 1
06-28 18:34:55.972  1114  1555 D NetdConnector: RCV <- {200 2553 set appuid succeeded}
06-28 18:34:55.973  1114  1555 D NetdConnector: RCV <- {200 2553 set appuid succeeded}
06-28 18:34:55.973  1114  1823 D HwNetworkManagementService: chr appuid set:200 2553 set appuid succeeded
06-28 18:34:55.985  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:34:55.985  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:34:55.985  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:34:55.985  1869  1885 I BrowserChrP: notifyUidState
06-28 18:34:56.001  1114  1477 D HwBatteryService: onUEvent fcpStatus = 0,scpStatus =0,ovpStatus=0
06-28 18:34:56.002  1114  1477 I HwBatteryService: quick charge status : 0
06-28 18:34:56.002  1114  1477 I HwBatteryService: handleWirelessTxStatus
06-28 18:34:56.002  1114  1477 I HwBatteryService: switch not open, return, mWirelessTxFlag : 0
06-28 18:34:56.003  1114  1477 I UsbDeviceManager: water_intrused state= 0
06-28 18:34:56.005  1114  1798 I BatteryService: normal charge status : 1
06-28 18:34:56.152  1114  2564 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10401 user=0: from pid 5114by app
06-28 18:34:56.153  1114  2564 I ActivityManager: Killing 4787:com.mixgo.PropertySEO/u0a401 (adj 700): stop com.mixgo.PropertySEOfrom pid 5114by app
06-28 18:34:56.155  1114  2564 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{177013c 4787:com.mixgo.PropertySEO/u0a401}, app.bad: false, restarting: false, allowRestart: true
06-28 18:34:56.155  1114  2564 W ActivityManager: Scheduling restart of crashed service com.mixgo.PropertySEO/cn.jpush.android.service.PushService in 1000ms
06-28 18:34:56.165  1114  2564 I ActivityManager:   finishDisabledPackageActivitiesLocked Force finishing activity ActivityRecord{832b410 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity t218}
06-28 18:34:56.178  1869  1882 I BoosterSwitchP: notifyUidState do nothing
06-28 18:34:56.178  1869  1882 I DeepNoDisturbP: notifyUidState
06-28 18:34:56.178  1869  1882 I HidataAppQoeP: notifyUidState
06-28 18:34:56.178  1869  1882 I BrowserChrP: notifyUidState
06-28 18:34:56.180  1114  1817 D HwLocationManagerService: on transact REMOVE_LOCATION_MODE uid is 10401 , packagename is com.mixgo.PropertySEO
06-28 18:34:56.180  1114  1817 D HwLocationManagerService: remove SupervisoryControlProc packagename=com.mixgo.PropertySEO
06-28 18:34:56.180  1114  1817 D HwLocationManagerService:  package has no request send yet
06-28 18:34:56.181  1114  1222 E HwActivityManagerServiceEx: invalid ActivityRecord, error.
06-28 18:34:56.181  1114  1222 E HwActivityManagerServiceEx: parse activity info error.
06-28 18:34:56.182  1114  1222 V WindowManager: removeAppToken: AppWindowToken{319910e token=Token{4d3bb09 ActivityRecord{832b410 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity t218}}} delayed=false Callers=com.android.server.wm.DisplayContent.removeAppToken:1059 com.android.server.wm.AppWindowContainerController.removeContainer:301 com.android.server.am.ActivityRecord.removeWindowContainer:1152 com.android.server.am.ActivityStack.removeActivityFromHistoryLocked:4507 
06-28 18:34:56.182  1114  1222 V WindowManager: removeIfPossible: Window{373a759 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity}
06-28 18:34:56.183  1114  1222 V WindowManager: postWindowRemoveCleanupLocked: Window{373a759 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity}
06-28 18:34:56.183  1114  1222 V WindowManager: Removing Window{373a759 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity} from AppWindowToken{319910e token=Token{4d3bb09 ActivityRecord{832b410 u0 com.mixgo.PropertySEO/cn.jiguang.unity.push.UnityPluginActivity t218}}}
06-28 18:34:56.210  1114  1114 V AlarmManager: UninstallReceiver onReceive action:android.intent.action.PACKAGE_RESTARTED
06-28 18:34:56.210  1114  1114 I AlarmManager: remove com.android.server.-$$Lambda$AlarmManagerService$qehVSjTLWvtJYPGgKh2mkJ6ePnk@e3f157 according to uid:10401
06-28 18:34:56.213  1869  1869 I HwCoreAppHelperService: LocalReceiver receives:android.intent.action.PACKAGE_RESTARTED,pkg:com.mixgo.PropertySEO,uid:10401
06-28 18:34:56.215  1114  1114 V NotificationListeners: enabling notification listener for 0: ComponentInfo{com.baidu.searchbox/com.baidu.searchbox.lockscreen.notification.NotificationMonitorService}
06-28 18:34:56.220  1114  1114 V NotificationListeners: binding: Intent { act=android.service.notification.NotificationListenerService cmp=com.baidu.searchbox/.lockscreen.notification.NotificationMonitorService (has extras) }
06-28 18:34:56.221  1114  1114 W NotificationListeners: Unable to bind notification listener service: Intent { act=android.service.notification.NotificationListenerService cmp=com.baidu.searchbox/.lockscreen.notification.NotificationMonitorService (has extras) }
06-28 18:34:56.221  1114  1114 V NotificationListeners: enabling notification listener for 0: ComponentInfo{com.huawei.android.launcher/com.android.launcher.notification.NotificationListener}
06-28 18:34:56.222  1114  1114 V NotificationListeners: binding: Intent { act=android.service.notification.NotificationListenerService cmp=com.huawei.android.launcher/com.android.launcher.notification.NotificationListener (has extras) }
06-28 18:34:56.226  1114  1114 W NotificationListeners: Not binding notification listener service ComponentInfo{android/com.android.server.emcom.grabservice.NotificationListener}: service not found
06-28 18:34:56.226  1114  1114 W NotificationAssistants: rebindServices() ignore for NotificationAssistantService
06-28 18:34:56.231  1114  1114 D NotificationListeners: onServiceConnected, just remove the servicesBindingTag and add service.
06-28 18:34:56.258  1114  2564 D MediaRouterService: Client com.mixgo.PropertySEO (pid 4787): Died!
06-28 18:34:56.261  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:34:56.262  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:34:56.262  1114  1242 W ActivityManager: setHasOverlayUi called on unknown pid: 4787
06-28 18:34:56.262  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10401 user=-1: deletePackageX
06-28 18:34:56.264  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10401 user=-1: uninstall pkg
06-28 18:34:56.273  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:34:56.313  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:34:56.452  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:34:56.480  1114  2564 W ActivityManager: Slow operation: 206ms so far, now at getContentProviderImpl: after checkContentProviderPermission
06-28 18:34:56.480  1114  2564 W ActivityManager: Slow operation: 207ms so far, now at getContentProviderImpl: incProviderCountLocked
06-28 18:34:56.480  1114  2564 W ActivityManager: Slow operation: 207ms so far, now at getContentProviderImpl: before updateLruProcess
06-28 18:34:56.481  1114  2564 W ActivityManager: Slow operation: 207ms so far, now at getContentProviderImpl: after updateLruProcess
06-28 18:34:56.481  1114  2564 W ActivityManager: Slow operation: 207ms so far, now at getContentProviderImpl: before updateOomAdj
06-28 18:34:56.481  1114  2564 W ActivityManager: Slow operation: 207ms so far, now at getContentProviderImpl: after updateOomAdj
06-28 18:34:56.481  1114  2564 W ActivityManager: Slow operation: 207ms so far, now at getContentProviderImpl: done!
06-28 18:34:56.482  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:34:56.658  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:34:56.741  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:34:56.825  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10401 user=0: pkg removed
06-28 18:34:56.927  1114  1217 I [SPMN]  : insert SECURE -- name = accessibility_enabled, package = android, user = 0, value = 1
06-28 18:34:56.936  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:34:56.937  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:34:56.938  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10401 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:34:56.939  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:34:56.966  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:34:56.985  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:34:56.985  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561718096937
06-28 18:34:56.993  1114  1558 I NetworkStatsFactory: javaReadNetworkStatsUidAndProcDetail. cost time = 8
06-28 18:34:57.000  1114 13295 I HwNetworkPolicy: onTransact, code = 202
06-28 18:34:57.000  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10401 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:34:57.004  2017  2699 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:34:57.009  1114 13295 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:34:57.011  1114 13295 D SecurityProfileDB: writing: {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:     "domains": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.huawei.smarthome": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 6,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
